CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2
708687483,Attrited Customer,54,F,4,Graduate,Single,Less than $40K,Silver,36,3,2,3,13626,0,13626,0.411,1711,30,0.25,0,0.99452,0.00548
768256908,Attrited Customer,45,M,3,Uneducated,Married,Less than $40K,Blue,39,3,3,4,8580,1636,6944,0.393,1880,37,0.233,0.191,0.99819,0.00181217
721451208,Attrited Customer,54,M,2,Graduate,Single,$60K - $80K,Silver,45,2,3,2,30540,0,30540,0.602,1980,36,0.8,0,0.99389,0.00611
714751158,Attrited Customer,49,M,2,High School,Divorced,$80K - $120K,Blue,36,4,2,4,34516,2517,31999,0.376,1789,48,0.455,0.073,0.99686,0.00313909
718342158,Attrited Customer,38,F,4,Graduate,Single,Less than $40K,Blue,26,2,2,2,4391,1933,2458,0.579,1849,36,0.385,0.44,0.99169,0.00831
716654808,Attrited Customer,48,M,4,High School,Single,$120K +,Blue,39,3,4,4,24593,0,24593,0.777,2084,31,0.55,0,0.99843,0.00156953
716390958,Attrited Customer,45,M,4,Unknown,Married,$120K +,Blue,31,1,4,3,26107,0,26107,0.55,1697,47,0.424,0,0.99763,0.00236635
716564433,Attrited Customer,53,F,1,Graduate,Single,Less than $40K,Blue,36,3,2,4,4287,0,4287,0.294,1635,41,0.242,0,0.99675,0.00325077
716022258,Attrited Customer,51,F,3,College,Single,Less than $40K,Blue,36,3,3,3,8960,2222,6738,0.382,1853,40,0.333,0.248,0.99674,0.00326498
778433283,Attrited Customer,51,M,3,High School,Married,$60K - $80K,Blue,31,3,3,3,8989,0,8989,0.47,2031,53,1.038,0,0.99673,0.00326528
811527933,Attrited Customer,65,F,0,College,Single,Less than $40K,Silver,56,3,4,3,10885,1758,9127,0.8,2291,39,0.773,0.162,0.99639,0.00361426
778617708,Attrited Customer,46,M,3,College,Married,$80K - $120K,Blue,26,6,2,3,1438.3,864,574.3,0.766,2299,40,0.481,0.601,0.99485,0.00515
772574283,Attrited Customer,50,F,2,Graduate,Married,$40K - $60K,Blue,40,3,1,4,7191,0,7191,0.565,1654,30,0.579,0,0.99371,0.00629
714972558,Attrited Customer,37,F,2,Graduate,Single,Less than $40K,Blue,36,2,3,0,1610,0,1610,0.889,2729,45,0.406,0,0.98515,0.01485
709709283,Attrited Customer,38,M,3,College,Single,$40K - $60K,Blue,19,1,2,4,3458,321,3137,0.586,2256,40,0.29,0.093,0.99697,0.00302519
780105483,Attrited Customer,65,F,0,Uneducated,Single,Less than $40K,Blue,50,3,4,4,1697,377,1320,1.048,2799,49,0.485,0.222,0.99819,0.0018132
715294083,Attrited Customer,46,M,2,College,Single,$80K - $120K,Blue,38,2,3,2,10309,0,10309,0.451,1760,40,0.6,0,0.99432,0.00568
716711433,Attrited Customer,48,M,5,High School,Married,$40K - $60K,Blue,39,3,3,1,7897,157,7740,0.699,2270,46,0.394,0.02,0.9909,0.0091
711588708,Attrited Customer,50,F,2,Uneducated,Married,$40K - $60K,Blue,36,1,3,1,1438.3,458,980.3,0.613,1863,42,0.312,0.318,0.99111,0.00889
714492783,Attrited Customer,46,F,4,Uneducated,Married,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.346,1517,38,0.407,0,0.99694,0.00305523
709192233,Attrited Customer,50,F,2,Unknown,Married,Unknown,Blue,39,3,2,1,1773,0,1773,0.228,1764,30,0.111,0,0.98692,0.01308
718791708,Attrited Customer,48,M,2,High School,Married,$80K - $120K,Blue,32,1,2,4,16362,2268,14094,0.841,2228,37,0.85,0.139,0.99686,0.00313909
772695033,Attrited Customer,47,M,5,High School,Single,$80K - $120K,Blue,37,3,4,4,18800,2517,16283,0.482,1575,23,0.211,0.134,0.99841,0.00159436
708831858,Attrited Customer,43,F,3,Uneducated,Married,Less than $40K,Blue,30,1,3,4,4579,1506,3073,0.443,1915,44,0.375,0.329,0.99819,0.00181217
780006783,Attrited Customer,59,M,1,Uneducated,Single,$40K - $60K,Silver,49,3,2,2,15809,0,15809,0.992,3109,48,0.412,0,0.99003,0.00997
771342183,Attrited Customer,53,F,3,Graduate,Single,$40K - $60K,Blue,40,6,3,2,1625,0,1625,0.689,2314,43,0.433,0,0.99467,0.00533
712901283,Attrited Customer,53,F,2,Graduate,Single,$40K - $60K,Blue,36,2,3,2,2121,0,2121,0.618,1464,32,0.778,0,0.99447,0.00553
718473558,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,18,5,3,4,8668,0,8668,0.275,1402,38,0.31,0,0.99871,0.00128822
709708233,Attrited Customer,49,F,3,Doctorate,Married,Less than $40K,Blue,29,3,4,2,7066,0,7066,0.479,1695,38,0.31,0,0.99695,0.00305345
709178733,Attrited Customer,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,36,3,2,3,5527,1120,4407,0.442,2281,37,0.48,0.203,0.99558,0.00441892
713253858,Attrited Customer,50,F,1,College,Married,Unknown,Blue,37,2,2,3,1461,0,1461,0.563,2176,40,0.379,0,0.99431,0.00569
803796708,Attrited Customer,52,M,3,Uneducated,Unknown,$120K +,Blue,46,2,4,4,13354,0,13354,0.018,1097,28,0.077,0,0.9985,0.00149992
717368208,Attrited Customer,49,M,1,Graduate,Single,$120K +,Blue,36,6,2,4,26723,0,26723,0.716,2138,43,0.593,0,0.99675,0.00325077
772341783,Attrited Customer,45,F,3,High School,Single,Unknown,Blue,35,3,2,6,3512,2517,995,0.597,1801,48,0.548,0.717,0.999,0.00099804
715409733,Attrited Customer,47,F,4,College,Single,Less than $40K,Blue,36,2,2,3,2263,0,2263,0.752,2385,33,0.375,0,0.9949,0.0051
715732533,Attrited Customer,52,M,4,Graduate,Married,$60K - $80K,Blue,36,4,1,3,9375,1625,7750,0.532,2108,51,0.5,0.173,0.98981,0.01019
713722608,Attrited Customer,48,F,2,Unknown,Divorced,Less than $40K,Blue,35,3,1,4,2806,2514,292,0.341,1757,35,0.4,0.896,0.99428,0.00572
709101258,Attrited Customer,41,F,2,High School,Divorced,Less than $40K,Blue,28,4,2,2,1478,524,954,0.751,2180,46,0.643,0.355,0.99104,0.00896
721427358,Attrited Customer,47,M,4,Unknown,Divorced,$80K - $120K,Blue,28,6,1,3,8757,0,8757,0.507,2108,47,0.516,0,0.99072,0.00928
709338633,Attrited Customer,56,F,1,Graduate,Single,$40K - $60K,Blue,37,2,4,3,2339,0,2339,0.493,1542,45,0.607,0,0.9971,0.00290471
711245433,Attrited Customer,50,F,4,Graduate,Single,Unknown,Blue,41,5,3,3,2509,0,2509,0.702,2281,41,0.367,0,0.99686,0.00314112
717195933,Attrited Customer,42,M,3,Graduate,Married,$60K - $80K,Blue,30,2,2,3,5298,0,5298,0.857,2431,37,0.542,0,0.99499,0.00501
708801108,Attrited Customer,57,F,3,Uneducated,Single,Less than $40K,Blue,51,3,0,3,1438.3,0,1438.3,0.429,2113,38,0.267,0,0.97339,0.02661
789382758,Attrited Customer,54,M,3,Graduate,Single,$40K - $60K,Blue,44,6,3,3,5501,0,5501,0.519,2050,51,0.821,0,0.99683,0.00317458
721437333,Attrited Customer,46,M,2,Graduate,Single,$80K - $120K,Blue,36,2,2,2,5054,2517,2537,0.605,2027,39,0.393,0.498,0.99129,0.00871
711626658,Attrited Customer,62,F,1,High School,Single,Less than $40K,Blue,36,2,3,4,1930,0,1930,0.331,1971,45,0.25,0,0.99788,0.00211827
717793983,Attrited Customer,55,M,3,Graduate,Single,$40K - $60K,Silver,45,2,3,1,18128,0,18128,0.71,2503,49,0.885,0,0.99026,0.00974
714119283,Attrited Customer,42,F,2,Unknown,Single,$40K - $60K,Blue,34,3,3,3,2516,0,2516,0.53,2257,51,0.545,0,0.997,0.00299743
799239033,Attrited Customer,53,F,3,High School,Single,$40K - $60K,Blue,47,1,3,4,1714,0,1714,0.661,2279,46,0.533,0,0.99808,0.00191647
814483608,Attrited Customer,47,F,4,Graduate,Divorced,Less than $40K,Blue,42,1,3,3,5798,2517,3281,0.58,1860,43,0.433,0.434,0.99686,0.00314112
715514133,Attrited Customer,44,F,4,Graduate,Married,Less than $40K,Blue,31,3,3,4,2184,0,2184,0.671,1973,42,0.556,0,0.99816,0.00184351
794707083,Attrited Customer,50,M,2,College,Single,$80K - $120K,Blue,44,5,2,4,3495,0,3495,0.639,2131,41,0.464,0,0.99686,0.0031388
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K,Blue,47,2,2,3,8018,134,7884,0.717,2409,38,0.31,0.017,0.99485,0.00515
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K,Blue,22,3,3,4,20543,0,20543,0.547,1874,42,0.615,0,0.9983,0.00169532
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K,Blue,41,3,4,4,18075,0,18075,0.531,1477,30,0.5,0,0.9985,0.00149992
787921383,Attrited Customer,53,M,0,High School,Single,$120K +,Silver,44,2,4,4,34516,2297,32219,0.416,1461,43,0.536,0.067,0.99788,0.0021218
807584958,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K,Blue,45,2,2,5,21096,0,21096,0.637,1882,39,0.345,0,0.99834,0.00165524
715405758,Attrited Customer,50,F,1,High School,Single,Unknown,Blue,42,5,0,4,10057,0,10057,0.792,2383,42,0.448,0,0.98161,0.01839
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K,Blue,52,2,3,5,3570,2517,1053,0.69,3289,47,0.958,0.705,0.9987,0.00130267
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K,Blue,30,3,3,3,34516,0,34516,0.688,2427,51,0.645,0,0.99671,0.00329379
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown,Blue,26,3,3,6,15195,0,15195,0.726,2631,41,0.64,0,0.99958,0.00041998
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K,Blue,29,3,3,4,1438.3,0,1438.3,0.508,2139,47,0.567,0,0.99794,0.00205937
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown,Blue,33,1,3,4,3443,0,3443,0.832,2505,45,0.452,0,0.99814,0.00186317
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3,3,4281,0,4281,0.447,1723,44,0.375,0,0.9972,0.00280059
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3,4,2445,848,1597,0.771,2216,39,0.56,0.347,0.99794,0.00205937
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K,Blue,36,2,3,5,1606,0,1606,0.87,2628,41,0.64,0,0.99903,0.00097
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4,3,3292,0,3292,0.482,2222,54,0.636,0,0.99717,0.00282527
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K,Silver,43,6,3,4,10797,1252,9545,0.489,1739,38,0.226,0.116,0.99766,0.00234362
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,40,6,3,3,5848,2517,3331,0.561,2000,32,0.28,0.43,0.99671,0.00329379
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +,Blue,31,2,4,1,13883,783,13100,0.749,1871,32,0.684,0.056,0.9927,0.0073
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown,Blue,36,3,2,3,13019,0,13019,0.487,1484,33,0.435,0,0.99495,0.00505
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K,Blue,48,2,2,3,3339,0,3339,0.694,2432,48,0.6,0,0.99431,0.00569
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K,Blue,36,4,2,5,1624,0,1624,0.299,1897,35,0.25,0,0.99812,0.00188108
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3,3,1746,1107,639,0.539,1907,47,0.621,0.634,0.9968,0.00320374
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3,4,34516,0,34516,0.671,1626,28,0.4,0,0.99802,0.00198404
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K,Blue,32,3,3,4,2858,0,2858,1.058,2611,43,0.483,0,0.99832,0.00167742
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K,Blue,38,6,3,3,8258,1771,6487,0,1447,23,0,0.214,0.9978,0.00219584
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +,Blue,36,1,2,3,3841,2517,1324,0.841,2680,51,0.545,0.655,0.99499,0.00501
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2,4,1822,1605,217,0.756,2538,39,0.696,0.881,0.99789,0.00211089
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2,3,4650,204,4446,0.685,2014,54,0.8,0.044,0.9949,0.0051
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K,Blue,37,1,2,3,3607,0,3607,0.504,2013,35,0.458,0,0.9949,0.0051
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3,3,19402,0,19402,0.58,1937,51,0.594,0,0.99683,0.00317458
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3,2,1438.3,0,1438.3,0.736,2054,46,0.586,0,0.99467,0.00533
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2,3,2435,2432,3,0.12,1460,32,0.103,0.999,0.99513,0.00487126
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K,Blue,41,3,3,3,1603,749,854,0.733,2644,43,0.483,0.467,0.99674,0.00326498
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown,Blue,41,2,3,2,2751,2253,498,0.497,2108,40,0.481,0.819,0.99462,0.00538
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K,Blue,36,4,2,5,1457,0,1457,0.493,1441,39,0.393,0,0.99807,0.00193489
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2,3,1749,0,1749,1.006,2510,38,0.407,0,0.99581,0.00418811
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K,Blue,25,3,2,3,5911,916,4995,0.471,1656,31,0.722,0.155,0.9948,0.0052
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3,3,1960,0,1960,0.493,2253,39,0.345,0,0.9969,0.00310348
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3,3,4738,0,4738,0.641,1900,36,0.5,0,0.99671,0.00329379
710812533,Attrited Customer,46,F,3,High School,Single,Unknown,Silver,36,4,2,3,34516,154,34362,0.602,1987,46,0.586,0.004,0.9943,0.0057
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +,Blue,37,4,1,2,34516,0,34516,0.536,1370,38,0.357,0,0.98167,0.01833
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown,Blue,44,2,3,3,3781,1692,2089,0.791,2310,43,0.72,0.448,0.99671,0.00329379
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2,1,3261,0,3261,1.012,3081,50,0.667,0,0.98616,0.01384
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K,Blue,51,4,2,3,5210,0,5210,0.64,2162,36,0.161,0,0.99378,0.00622
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K,Blue,36,3,3,2,13382,1159,12223,0.404,1828,45,0.5,0.087,0.99547,0.00453174
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550,0.908,2616,42,0.826,0,0.94591,0.05409
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K,Blue,36,3,2,4,1696,0,1696,0.857,2095,43,0.536,0,0.99714,0.00286097
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K,Blue,46,5,3,2,4123,1760,2363,0.869,2447,40,0.429,0.427,0.99431,0.00569
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K,Blue,45,4,3,3,3023,2517,506,0.646,2477,42,0.615,0.833,0.99616,0.0038363
718250883,Attrited Customer,59,F,2,High School,Married,Unknown,Blue,51,3,3,3,3875,1397,2478,0.573,2312,49,0.581,0.361,0.99661,0.00338788
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K,Blue,42,6,3,2,2760,0,2760,0.576,1759,34,0.214,0,0.99617,0.00382633
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K,Blue,25,5,2,3,25256,966,24290,0.488,2048,40,0.333,0.038,0.99499,0.00501
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown,Blue,36,3,3,1,1630,1243,387,0.4,1884,43,0.303,0.763,0.9912,0.0088
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K,Blue,26,3,3,1,1876,1536,340,0.712,2579,47,0.469,0.819,0.99028,0.00972
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K,Blue,36,2,3,2,4963,0,4963,0.637,2335,40,0.429,0,0.99513,0.00487428
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K,Blue,36,2,3,3,2468,0,2468,0.5,2017,37,0.762,0,0.99649,0.00350838
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K,Blue,36,3,3,3,1438.3,0,1438.3,0.409,1849,43,0.536,0,0.99683,0.00317458
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K,Blue,46,1,4,3,2016,395,1621,0.711,2473,44,0.571,0.196,0.99737,0.0026282
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K,Blue,36,1,2,2,1438.3,0,1438.3,0.65,2123,37,0.542,0,0.99129,0.00871
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K,Blue,37,1,3,2,27186,0,27186,0.504,1704,34,0.478,0,0.99452,0.00548
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K,Blue,36,5,2,2,1438.3,0,1438.3,0.658,2329,43,0.593,0,0.99129,0.00871
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown,Blue,24,2,3,2,2054,0,2054,0.87,2567,43,0.593,0,0.99515,0.00484967
708501783,Attrited Customer,43,M,2,High School,Married,$120K +,Blue,36,6,2,4,34516,1477,33039,0.324,1868,40,0.212,0.043,0.99686,0.00313909
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K,Blue,43,6,2,6,4535,0,4535,0.831,2342,40,0.6,0,0.99901,0.0009875
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K,Blue,33,3,3,4,2088,975,1113,1.144,2866,59,0.735,0.467,0.99813,0.00187387
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K,Blue,35,3,3,2,1914,0,1914,0.677,2687,41,0.414,0,0.99547,0.00453174
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K,Blue,24,6,2,3,1679,951,728,0.706,2492,43,0.593,0.566,0.99549,0.00451007
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K,Blue,37,3,2,3,1722,0,1722,0.863,2141,35,0.346,0,0.99504,0.00495524
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K,Blue,36,5,2,3,10543,0,10543,0.509,1841,39,0.5,0,0.9949,0.0051
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K,Blue,37,3,3,1,4139,0,4139,0.547,2232,41,0.464,0,0.99104,0.00896
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K,Blue,33,2,3,2,12871,0,12871,0.598,2413,53,0.606,0,0.99497,0.00503
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K,Blue,49,1,3,5,1551,790,761,0.811,2379,46,0.769,0.509,0.99902,0.00098036
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K,Blue,36,3,2,2,6743,1737,5006,0.598,1934,30,0.579,0.258,0.99244,0.00756
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K,Blue,36,3,3,3,32838,1717,31121,0.995,2538,42,0.4,0.052,0.99714,0.00285845
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K,Blue,30,2,3,3,1438.3,0,1438.3,0.373,1693,37,0.423,0,0.9978,0.00219584
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K,Blue,39,2,3,1,18660,728,17932,0.403,1682,43,0.303,0.039,0.99061,0.00939
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K,Blue,33,3,2,3,7591,0,7591,0.648,2302,42,0.5,0,0.99574,0.00425916
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K,Blue,32,4,2,3,1757,331,1426,0.879,2377,47,0.516,0.188,0.99395,0.00605
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,3795,2517,1278,0.563,1633,32,0.778,0.663,0.99741,0.00259482
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K,Blue,41,6,2,4,3001,482,2519,0.814,2403,42,0.615,0.161,0.99675,0.00325077
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K,Blue,36,1,2,2,1916,0,1916,1.041,2888,39,0.444,0,0.99397,0.00603
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K,Blue,36,6,3,3,3610,1554,2056,0.501,2216,34,0.308,0.43,0.99683,0.00317458
769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K,Blue,42,3,3,2,1942,860,1082,0.708,2522,42,0.312,0.443,0.99411,0.00589
713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K,Blue,40,1,1,4,1438.3,0,1438.3,0.43,1632,36,0.44,0,0.99391,0.00609
720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K,Blue,33,1,3,2,1748,1103,645,0.739,2335,41,0.708,0.631,0.99473,0.00527
721126833,Attrited Customer,51,M,2,High School,Married,$80K - $120K,Blue,41,5,2,3,14902,0,14902,0.312,2038,39,0.625,0,0.99466,0.00534
712807758,Attrited Customer,47,F,3,Graduate,Single,Less than $40K,Blue,39,3,3,3,1438.3,0,1438.3,0.502,2476,32,0.778,0,0.99683,0.00317458
824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +,Blue,48,5,3,4,20974,0,20974,0,1246,27,0,0,0.99819,0.00181217
720444408,Attrited Customer,35,F,1,College,Single,Less than $40K,Blue,25,2,2,4,2231,1791,440,0.82,2576,42,0.75,0.803,0.99666,0.00334333
789358908,Attrited Customer,53,F,3,College,Married,Less than $40K,Blue,43,3,2,2,3573,0,3573,0.842,2562,36,0.44,0,0.99137,0.00863
797491683,Attrited Customer,45,M,5,Unknown,Married,$80K - $120K,Silver,39,2,2,3,34516,1964,32552,0.624,2234,49,0.361,0.057,0.99493,0.00507
709170108,Attrited Customer,60,F,1,Unknown,Single,$40K - $60K,Blue,41,3,2,4,2425,0,2425,0.187,1522,36,0.2,0,0.99704,0.00295827
716056158,Attrited Customer,63,M,0,Graduate,Single,$60K - $80K,Blue,51,3,3,3,11619,0,11619,0.631,2395,49,0.361,0,0.99616,0.0038363
715406658,Attrited Customer,47,F,1,Unknown,Single,Less than $40K,Blue,37,4,2,1,2173,596,1577,0.81,2738,45,0.406,0.274,0.98608,0.01392
773228133,Attrited Customer,39,F,2,Graduate,Married,Less than $40K,Blue,29,3,2,2,1677,0,1677,0.869,2437,41,0.708,0,0.99129,0.00871
716625033,Attrited Customer,32,F,1,Graduate,Single,Less than $40K,Blue,36,3,3,6,2761,0,2761,1.047,2753,43,0.654,0,0.99932,0.0006789
716782758,Attrited Customer,48,M,3,Graduate,Single,$60K - $80K,Blue,42,3,2,4,19075,0,19075,0.807,2013,32,0.455,0,0.99706,0.00294141
708797583,Attrited Customer,49,F,4,Unknown,Single,Unknown,Blue,31,6,3,3,2672,0,2672,1.038,2576,39,0.5,0,0.99714,0.00285845
708809283,Attrited Customer,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360,2517,7843,0.632,2414,28,0.273,0.243,0.99129,0.00871
711100608,Attrited Customer,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723,0,1723,1.038,2574,43,0.72,0,0.99098,0.00902
768624258,Attrited Customer,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583,234,1349,0.639,2541,36,0.385,0.148,0.98217,0.01783
780126033,Attrited Customer,50,M,4,Unknown,Married,$40K - $60K,Blue,35,6,1,5,12914,1227,11687,0.392,2082,54,0.459,0.095,0.99684,0.00316131
719174433,Attrited Customer,36,F,1,Unknown,Single,Less than $40K,Blue,24,2,1,2,1735,0,1735,0.74,2467,35,0.346,0,0.98271,0.01729
714346608,Attrited Customer,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495,0,1495,0.528,2220,50,0.562,0,0.99371,0.00629
798481383,Attrited Customer,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694,0,2694,0.872,2684,38,0.31,0,0.98327,0.01673
823904133,Attrited Customer,53,F,2,College,Single,Unknown,Blue,49,2,2,4,10195,0,10195,0.629,2489,54,0.385,0,0.99686,0.0031388
711646908,Attrited Customer,39,M,3,Unknown,Single,$60K - $80K,Blue,23,1,2,3,7821,2517,5304,0.408,2010,43,0.344,0.322,0.99544,0.00455805
718171308,Attrited Customer,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984,0,1984,0.89,2506,46,0.643,0,0.99814,0.00186317
770024733,Attrited Customer,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699,0,1699,0.602,2520,49,0.531,0,0.99495,0.00505
708702258,Attrited Customer,40,F,3,Uneducated,Single,Unknown,Blue,36,3,2,2,3698,478,3220,0.611,2051,31,0.632,0.129,0.99183,0.00817
720519333,Attrited Customer,59,F,2,Unknown,Single,Unknown,Blue,45,1,3,3,2721,1885,836,0.853,2594,48,0.455,0.693,0.997,0.00299743
717001908,Attrited Customer,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936,0,6936,0.883,2874,44,0.63,0,0.99156,0.00844
719564208,Attrited Customer,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195,0,7195,1.035,2751,47,1.136,0,0.98513,0.01487
713229633,Attrited Customer,45,F,0,Unknown,Married,$40K - $60K,Blue,30,3,2,4,2759,0,2759,0.535,2061,47,0.424,0,0.99677,0.00323494
798041508,Attrited Customer,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201,2517,684,0.445,1880,42,0.355,0.786,0.99473,0.00527
715014633,Attrited Customer,32,F,0,Uneducated,Married,Unknown,Blue,36,6,3,2,8791,0,8791,0.894,2579,51,0.594,0,0.99374,0.00626
714372333,Attrited Customer,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302,0,2302,0.52,2256,40,0.667,0,0.99631,0.00369001
779320008,Attrited Customer,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900,2517,383,0.719,2180,31,0.409,0.868,0.99674,0.00326498
